NAME_PT,NAME_EN,NAME_ES,FAMILY_PT,FAMILY_EN,FAMILY_ES,MODEL,CODE_PATTERN_PLAIN,CODE_PATTERN,CODE_PATTERN_FORMATTED,PLAYLIST,DESCRIPTION_PT,DESCRIPTION_EN,DESCRIPTION_ES,MANUAL_PT,MANUAL_EN,MANUAL_ES,IMAGE
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,250-AEH-23/5,9301yyy ou 59xxxyyy / 9302yyy ou 59xxxyyy,9301|59301|9302|59302,^(9301|59301|9302|59302)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,250-AEH-30/5,9302yyy ou 59xxxyyy / 9310yyy ou 59xxxyyy,9302|59302|9310|59310,^(9302|59302|9310|59310)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,315-AEH-30/5,9301yyy ou 59xxxyyy / 9302yyy ou 59xxxyyy,9301|59301|9302|59302,^(9301|59301|9302|59302)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,315-AEH-50/6,9301yyy ou 59xxxyyy / 9302yyy ou 59xxxyyy,9301|59301|9302|59302,^(9301|59301|9302|59302)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,315-AEH-80/6,9301yyy ou 59xxxyyy / 9302yyy ou 59xxxyyy,9301|59301|9302|59302,^(9301|59301|9302|59302)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,400-AEH-30/5,9302yyy ou 59xxxyyy,9302|59302,^(9302|59302)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,400-AEH-50/6,9301yyy ou 59xxxyyy,9301|59301,^(9301|59301)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,400-AEH-80/6,9301yyy ou 59xxxyyy / 9302yyy ou 59xxxyyy / 9310yyy ou 59xxxyyy,9301|59301|9302|59302|9310|59310,^(9301|59301|9302|59302|9310|59310)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,400-AEH-125/6,9302yyy ou 59xxxyyy / 9310yyy ou 59xxxyyy,9302|59302|9310|59310,^(9302|59302|9310|59310)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,500-AEH-80/6,9302yyy ou 59xxxyyy,9302|59302,^(9302|59302)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,500-AEH-125/6,9302yyy ou 59xxxyyy / 9305yyy ou 59xxxyyy,9302|59302|9305|59305,^(9302|59302|9305|59305)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,500-AEH-200/6,9302yyy ou 59xxxyyy,9302|59302,^(9302|59302)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,630-AEH-125/6,9302yyy ou 59xxxyyy,9302|59302,^(9302|59302)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,630-AEH-200/6,9301yyy ou 59xxxyyy,9301|59301,^(9301|59301)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,630-AEH-300/6,9301yyy ou 59xxxyyy / 9302yyy ou 59xxxyyy,9301|59301|9302|59302,^(9301|59301|9302|59302)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,710-AEH-200/6,9302yyy ou 59xxxyyy,9302|59302,^(9302|59302)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHSD,FEHSD,FEHSD,710-AEH-300/6,9302yyy ou 59xxxyyy,9302|59302,^(9302|59302)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI112-0002-PT,MOI112-0002-EN ,MOI112-0002-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHD-G2,FEHD-G3,FEHD-G4,I-AEH-23/5,9300yyy ou 59xxxyyy,9300|59300,^(9300|59300)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI104-0000-PT,MOI104-0000-EN ,MOI104-0000-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHD-G2,FEHD-G3,FEHD-G4,I-AEH-30/5,9300yyy ou 59xxxyyy,9300|59300,^(9300|59300)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI104-0000-PT,MOI104-0000-EN ,MOI104-0000-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHD-G2,FEHD-G3,FEHD-G4,II-AEH-30/5,9300yyy ou 59xxxyyy,9300|59300,^(9300|59300)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI104-0000-PT,MOI104-0000-EN ,MOI104-0000-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHD-G2,FEHD-G3,FEHD-G4,II-AEH-50/6,9300yyy ou 59xxxyyy,9300|59300,^(9300|59300)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI104-0000-PT,MOI104-0000-EN ,MOI104-0000-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHD-G2,FEHD-G3,FEHD-G4,II-AEH-80/6,9300yyy ou 59xxxyyy,9300|59300,^(9300|59300)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI104-0000-PT,MOI104-0000-EN ,MOI104-0000-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHD-G2,FEHD-G3,FEHD-G4,III-AEH-125/6,9300yyy ou 59xxxyyy,9300|59300,^(9300|59300)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI104-0000-PT,MOI104-0000-EN ,MOI104-0000-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHD-G2,FEHD-G3,FEHD-G4,III-AEH-200/6,9300yyy ou 59xxxyyy,9300|59300,^(9300|59300)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI104-0000-PT,MOI104-0000-EN ,MOI104-0000-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHD-G2,FEHD-G3,FEHD-G4,III-AEH-300/6,9300yyy ou 59xxxyyy,9300|59300,^(9300|59300)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI104-0000-PT,MOI104-0000-EN ,MOI104-0000-SP,vulkanElectrohydraulicDrumBrake
Freio Eletro-hidráulico,Electrohydraulic Brake,Freno Electrohidráulico,FEHD-G2,FEHD-G3,FEHD-G4,IV-AEH-300/12,9300yyy ou 59xxxyyy,9300|59300,^(9300|59300)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI104-0000-PT,MOI104-0000-EN ,MOI104-0000-SP,vulkanElectrohydraulicDrumBrake
Freio Hidráulico,Hydraulic Brake,Freno Hidráulico,HM,HM,HM,4HM,9064yyy ou 59xxxyyy,9064|59064,^(9064|59064)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI103-0012-PT,MOI103-0012-EN,MOI103-0012-SP,vulkanHydraulicDiscBrake
Freio Hidráulico,Hydraulic Brake,Freno Hidráulico,HM,HM,HM,3HM,9063yyy ou 59xxxyyy,9063|59063,^(9063|59063)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI103-0011-PT,MOI103-0011-EN,MOI103-0011-SP,vulkanHydraulicDiscBrake
Freio Hidráulico,Hydraulic Brake,Freno Hidráulico,HM,HM,HM,1HM,9060yyy ou 59xxxyyy,9060|59060,^(9060|59060)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI103-0010-PT,MOI103-0010-EN,MOI103-0010-SP,vulkanHydraulicDiscBrake
Freio Hidráulico,Hydraulic Brake,Freno Hidráulico,HM,HM,HM,1HMS,9059yyy ou 59xxxyyy,9059|59059,^(9059|59059)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI103-0010-PT,MOI103-0010-EN,MOI103-0010-SP,vulkanHydraulicDiscBrake
Freio Hidráulico,Hydraulic Brake,Freno Hidráulico,HE,HE,HE,4HE,9062yyy ou 59xxxyyy,9062|59062,^(9062|59062)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI103-0013-PT,MOI103-0013-EN,MOI103-0013-SP,vulkanHydraulicDiscBrake
Freio Hidráulico,Hydraulic Brake,Freno Hidráulico,HE,HE,HE,3HE,9061yyy ou 59xxxyyy,9061|59061,^(9061|59061)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI103-0014-PT,MOI103-0014-EN,MOI103-0014-SP,vulkanHydraulicDiscBrake
Freio Hidráulico,Hydraulic Brake,Freno Hidráulico,FHGE,FHGE,FHGE,77,9073yyy ou 59xxxyyy,9073|59073,^(9073|59073)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI103-0019-PT,MOI103-0019-EN,MOI103-0019-SP,vulkanHydraulicDiscBrake
Freio Hidráulico,Hydraulic Brake,Freno Hidráulico,FHGE,FHGE,FHGE,90,9074yyy ou 59xxxyyy,9074|59074,^(9074|59074)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI103-0018-PT,MOI103-0018-EN ,MOI103-0018-SP,vulkanHydraulicDiscBrake
Freio Hidráulico,Hydraulic Brake,Freno Hidráulico,FHGE,FHGE,FHGE,90S,9074yyy ou 59xxxyyy,9074|59074,^(9074|59074)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI103-0018-PT,MOI103-0018-EN ,MOI103-0018-SP,vulkanHydraulicDiscBrake
Freio Hidráulico,Hydraulic Brake,Freno Hidráulico,FHGE,FHGE,FHGE,120,9073yyy ou 59xxxyyy,9073|59073,^(9073|59073)\d{3},https://www.youtube.com/playlist?list=PLEYT1Xb-iELDpGEo2pK75kqvj5nEIz7ub,"Acoplamento flexível torcional, equipado com elemento elástico que funciona em compressão. Apropriado para movimento reversos e flexibilidade multidirecional.","Flexible torsional coupling, equipped with an elastic element that works in compression. Suitable for reverse movement and multidirectional flexibility.","Acoplamiento de torsión flexible, equipado con un elemento elástico que trabaja en compresión. Adecuado para movimiento inverso y flexibilidad multidireccional.",MOI103-0017-PT,MOI103-0017-EN ,MOI103-0017-SP,vulkanHydraulicDiscBrake
